,f_degree_in,f_degree_out,f_amount_in,f_amount_out,f_nr_trans_in,f_nr_trans_out,f_ego_nr_nodes,f_ego_nr_edges,f_egored_degree_in,f_egored_degree_out,f_egored_amount_in,f_egored_amount_out,f_egored_nr_trans_in,f_egored_nr_trans_out,f_egored_nr_nodes,f_egored_nr_edges,f_rwalk_start_amount,f_rwalk_transfer_out,f_rwalk_out_back,f_rwalk_out_back_max,f_rwalk_end_amount,f_rwalk_transfer_in,f_rwalk_in_back,f_rwalk_in_back_max
43796,1.0,0.0,490.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,344.13,0.0,0.0
43797,1.0,0.0,22.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.02,0.0,0.0
43798,1.0,0.0,745772.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745772.0,3562.18,0.0,0.0
43799,1.0,0.0,23738.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23738.0,3233.28,0.0,0.0
43800,1.0,0.0,254.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,172.6,0.0,0.0
43801,2.0,0.0,15029.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8715.54,2854.4,0.0,0.0
43802,2.0,0.0,13115.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6494.21,2606.47,0.0,0.0
43803,0.0,1.0,0.0,145.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,128.21,0.0,0.0,0.0,0.0,0.0,0.0
43804,0.0,2.0,0.0,5079.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2681.43,1353.38,0.0,0.0,0.0,0.0,0.0,0.0
43805,2.0,3.0,215.0,4853.0,2.0,3.0,5.0,4.0,1.0,1.0,215.0,2622.0,1.0,1.0,2.0,1.0,1649.65,807.2,75.25,215.0,111.8,111.8,111.8,215.0
43806,1.0,1.0,2622.0,215.0,1.0,1.0,2.0,1.0,1.0,1.0,2622.0,215.0,1.0,1.0,2.0,1.0,215.0,215.0,92.45,215.0,2622.0,122.55,122.55,215.0
43807,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43808,0.0,1.0,0.0,7544.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544.0,3482.38,0.0,0.0,0.0,0.0,0.0,0.0
43809,0.0,1.0,0.0,796.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,641.53,0.0,0.0,0.0,0.0,0.0,0.0
43810,0.0,4.0,0.0,56496.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16116.57,16102.71,0.0,0.0,0.0,0.0,0.0,0.0
43811,2.0,0.0,27277.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14506.45,14506.45,0.0,0.0
43812,1.0,0.0,33599.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33599.0,33599.0,0.0,0.0
43813,0.0,3.0,0.0,3030.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1265.76,133.11,0.0,0.0,0.0,0.0,0.0,0.0
43814,3.0,0.0,10307.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3399.75,3399.75,0.0,0.0
43815,0.0,1.0,0.0,40035.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40035.0,1591.37,0.0,0.0,0.0,0.0,0.0,0.0
43816,2.0,6.0,1039.0,229794.0,2.0,6.0,8.0,7.0,1.0,1.0,117.0,201768.0,1.0,1.0,2.0,1.0,28530.62,2361.86,14.04,117.0,495.35,495.35,22.23,117.0
43817,1.0,0.0,6159.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6159.0,1997.4,0.0,0.0
43818,2.0,1.0,21272.0,56602.0,2.0,1.0,3.0,2.0,1.0,1.0,20989.0,56602.0,1.0,1.0,2.0,1.0,56602.0,8137.52,6433.92,20989.0,12913.66,3779.59,3031.65,20989.0
43819,0.0,1.0,0.0,3250.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
43820,1.0,0.0,166.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,140.03,0.0,0.0
43821,1.0,0.0,2144.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2144.0,600.0,0.0,0.0
43822,1.0,0.0,7830.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7830.0,535.6,0.0,0.0
43823,1.0,1.0,17620.0,1198.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1198.0,1198.0,0.0,0.0,17620.0,479.25,0.0,0.0
43824,1.0,0.0,266.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,185.54,0.0,0.0
43825,1.0,1.0,1198.0,2065.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2065.0,2065.0,0.0,0.0,1198.0,447.05,0.0,0.0
43826,0.0,1.0,0.0,922.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,523.41,0.0,0.0,0.0,0.0,0.0,0.0
43827,0.0,1.0,0.0,599.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,95.28,0.0,0.0,0.0,0.0,0.0,0.0
43828,0.0,1.0,0.0,217.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0
43829,0.0,3.0,0.0,8051.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2500.03,618.48,0.0,0.0,0.0,0.0,0.0,0.0
43830,2.0,0.0,383.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,196.92,196.92,0.0,0.0
43831,8.0,1.0,45097.0,10482.0,8.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10482.0,10482.0,0.0,0.0,4679.01,4679.01,0.0,0.0
43832,0.0,4.0,0.0,14771.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3549.21,3549.21,0.0,0.0,0.0,0.0,0.0,0.0
43833,1.0,0.0,1038.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,1038.0,0.0,0.0
43834,1.0,0.0,2635.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2635.0,944.47,0.0,0.0
43835,1.0,0.0,654.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,237.72,0.0,0.0
43836,1.0,0.0,4024.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4024.0,1230.16,0.0,0.0
43837,1.0,0.0,996.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.0,301.66,0.0,0.0
43838,0.0,1.0,0.0,94.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
43839,3.0,1.0,5580.0,2409.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2409.0,2409.0,0.0,0.0,1982.81,1982.81,0.0,0.0
43840,1.0,1.0,289.0,4480.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4480.0,4480.0,0.0,0.0,289.0,289.0,0.0,0.0
43841,1.0,2.0,266.0,30469.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15258.7,8101.13,0.0,0.0,266.0,266.0,0.0,0.0
43842,0.0,2.0,0.0,25171.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14056.52,14056.52,0.0,0.0,0.0,0.0,0.0,0.0
43843,0.0,3.0,0.0,47759.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17803.46,17803.46,0.0,0.0,0.0,0.0,0.0,0.0
43844,1.0,0.0,42831.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42831.0,42831.0,0.0,0.0
43845,0.0,1.0,0.0,15.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
43846,0.0,1.0,0.0,487.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,313.47,0.0,0.0,0.0,0.0,0.0,0.0
43847,0.0,1.0,0.0,16.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
43848,0.0,1.0,0.0,6541.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6541.0,3791.07,0.0,0.0,0.0,0.0,0.0,0.0
43849,0.0,1.0,0.0,44.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,36.72,0.0,0.0,0.0,0.0,0.0,0.0
43850,0.0,1.0,0.0,405.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,300.51,0.0,0.0,0.0,0.0,0.0,0.0
43851,0.0,1.0,0.0,53957.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53957.0,10940.82,0.0,0.0,0.0,0.0,0.0,0.0
43852,0.0,1.0,0.0,539.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,377.49,0.0,0.0,0.0,0.0,0.0,0.0
43853,0.0,1.0,0.0,8487.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8487.0,5362.62,0.0,0.0,0.0,0.0,0.0,0.0
43854,0.0,1.0,0.0,1348.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.0,842.6,0.0,0.0,0.0,0.0,0.0,0.0
43855,0.0,2.0,0.0,3165.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1873.89,1469.43,0.0,0.0,0.0,0.0,0.0,0.0
43856,1.0,1.0,258.0,968.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,968.0,968.0,0.0,0.0,258.0,258.0,0.0,0.0
43857,0.0,2.0,0.0,37902.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18765.78,5566.09,0.0,0.0,0.0,0.0,0.0,0.0
43858,0.0,1.0,0.0,6786.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6786.0,3892.75,0.0,0.0,0.0,0.0,0.0,0.0
43859,0.0,1.0,0.0,9470.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9470.0,1013.94,0.0,0.0,0.0,0.0,0.0,0.0
43860,0.0,1.0,0.0,97.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,74.74,0.0,0.0,0.0,0.0,0.0,0.0
43861,0.0,1.0,0.0,5679.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5679.0,1342.41,0.0,0.0,0.0,0.0,0.0,0.0
43862,0.0,1.0,0.0,14365.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14365.0,14365.0,0.0,0.0,0.0,0.0,0.0,0.0
43863,0.0,1.0,0.0,2969.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2969.0,2969.0,0.0,0.0,0.0,0.0,0.0,0.0
43864,0.0,1.0,0.0,195.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0
43865,0.0,1.0,0.0,10224.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10224.0,10224.0,0.0,0.0,0.0,0.0,0.0,0.0
43866,0.0,1.0,0.0,3482.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3482.0,3482.0,0.0,0.0,0.0,0.0,0.0,0.0
43867,0.0,1.0,0.0,183.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0
43868,0.0,2.0,0.0,9638551.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4433819.06,25641.06,0.0,0.0,0.0,0.0,0.0,0.0
43869,1.0,1.0,1070.0,474.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,474.0,474.0,0.0,0.0,1070.0,1070.0,0.0,0.0
43870,0.0,1.0,0.0,4429.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4429.0,4429.0,0.0,0.0,0.0,0.0,0.0,0.0
43871,0.0,1.0,0.0,151.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
43872,0.0,1.0,0.0,2655.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2655.0,2655.0,0.0,0.0,0.0,0.0,0.0,0.0
43873,0.0,1.0,0.0,16357.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16357.0,2910.77,0.0,0.0,0.0,0.0,0.0,0.0
43874,0.0,2.0,0.0,1138.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,558.92,465.75,0.0,0.0,0.0,0.0,0.0,0.0
43875,1.0,0.0,993.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,552.1,0.0,0.0
43876,3.0,1.0,535046.0,1353.0,3.0,1.0,4.0,4.0,3.0,1.0,535046.0,1353.0,3.0,1.0,4.0,4.0,1353.0,1087.76,392.37,1353.0,181947.2,675.18,460.02,1353.0
43877,1.0,3.0,1353.0,540439.0,1.0,3.0,4.0,3.0,1.0,1.0,1353.0,534506.0,1.0,1.0,2.0,1.0,168090.47,2813.04,419.43,1353.0,1353.0,557.94,405.9,1353.0
43878,0.0,2.0,0.0,656.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,360.8,332.66,0.0,0.0,0.0,0.0,0.0,0.0
43879,1.0,1.0,123.0,56.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,56.0,0.0,0.0,123.0,123.0,0.0,0.0
43880,3.0,3.0,843.0,136985.0,3.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54152.76,54152.76,0.0,0.0,259.73,259.73,0.0,0.0
43881,1.0,0.0,129675.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129675.0,266.48,0.0,0.0
43882,1.0,0.0,1411.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,283.22,0.0,0.0
43883,0.0,1.0,0.0,617.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0
43884,0.0,1.0,0.0,170.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
43885,0.0,1.0,0.0,117.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,72.97,0.0,0.0,0.0,0.0,0.0,0.0
43886,0.0,1.0,0.0,448.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,183.02,0.0,0.0,0.0,0.0,0.0,0.0
43887,0.0,1.0,0.0,3688.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3688.0,669.12,0.0,0.0,0.0,0.0,0.0,0.0
43888,0.0,1.0,0.0,14100.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14100.0,662.45,0.0,0.0,0.0,0.0,0.0,0.0
43889,4.0,3.0,360318.0,4418.0,4.0,3.0,7.0,6.0,1.0,1.0,974.0,2780.0,1.0,1.0,2.0,1.0,1359.18,739.2,146.1,974.0,79418.78,79418.78,155.84,974.0
43890,1.0,0.0,17.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0
43891,0.0,1.0,0.0,944.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0
43892,0.0,1.0,0.0,1863.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1863.0,1863.0,0.0,0.0,0.0,0.0,0.0,0.0
43893,0.0,1.0,0.0,75412.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75412.0,4300.36,0.0,0.0,0.0,0.0,0.0,0.0
43894,0.0,1.0,0.0,1653.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,1653.0,0.0,0.0,0.0,0.0,0.0,0.0
43895,0.0,1.0,0.0,18.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
43896,0.0,1.0,0.0,75.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
43897,0.0,1.0,0.0,2020.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0
43898,0.0,1.0,0.0,758.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0
43899,0.0,1.0,0.0,18312.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18312.0,18312.0,0.0,0.0,0.0,0.0,0.0,0.0
43900,0.0,4.0,0.0,15538.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4009.48,4009.48,0.0,0.0,0.0,0.0,0.0,0.0
43901,1.0,1.0,7410.0,156382.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,156382.0,156382.0,0.0,0.0,7410.0,7410.0,0.0,0.0
43902,1.0,0.0,1067.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067.0,1067.0,0.0,0.0
43903,1.0,0.0,231.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,231.0,0.0,0.0
43904,0.0,1.0,0.0,18625.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18625.0,18625.0,0.0,0.0,0.0,0.0,0.0,0.0
43905,0.0,2.0,0.0,25646.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13742.28,13742.28,0.0,0.0,0.0,0.0,0.0,0.0
43906,0.0,2.0,0.0,17394.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8697.0,8697.0,0.0,0.0,0.0,0.0,0.0,0.0
43907,0.0,1.0,0.0,103.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0
43908,0.0,1.0,0.0,4972.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4972.0,4972.0,0.0,0.0,0.0,0.0,0.0,0.0
43909,0.0,1.0,0.0,14144.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14144.0,2024.31,0.0,0.0,0.0,0.0,0.0,0.0
43910,0.0,1.0,0.0,56376.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56376.0,2564.34,0.0,0.0,0.0,0.0,0.0,0.0
43911,0.0,2.0,0.0,824.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,824.0,0.0,2.0,3.0,3.0,406.66,349.86,0.0,0.0,0.0,0.0,0.0,0.0
43912,0.0,1.0,0.0,11060.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11060.0,4331.32,0.0,0.0,0.0,0.0,0.0,0.0
43913,2.0,4.0,128375.0,27585.0,2.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6368.53,5460.45,0.0,0.0,51355.8,51355.8,0.0,0.0
43914,1.0,0.0,22090.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22090.0,10397.67,0.0,0.0
43915,1.0,0.0,1293.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.0,597.8,0.0,0.0
43916,1.0,0.0,27.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0
43917,0.0,1.0,0.0,29.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,28.56,0.0,0.0,0.0,0.0,0.0,0.0
43918,0.0,1.0,0.0,128346.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128346.0,5864.81,0.0,0.0,0.0,0.0,0.0,0.0
43919,0.0,1.0,0.0,82469.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82469.0,3137.0,0.0,0.0,0.0,0.0,0.0,0.0
43920,0.0,1.0,0.0,1913.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.0,1913.0,0.0,0.0,0.0,0.0,0.0,0.0
43921,0.0,1.0,0.0,265.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0
43922,0.0,1.0,0.0,2930.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.0,2930.0,0.0,0.0,0.0,0.0,0.0,0.0
43923,0.0,2.0,0.0,7990.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3781.52,507.91,0.0,0.0,0.0,0.0,0.0,0.0
43924,0.0,1.0,0.0,4733.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4733.0,3137.0,0.0,0.0,0.0,0.0,0.0,0.0
43925,0.0,1.0,0.0,31744.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31744.0,3137.0,0.0,0.0,0.0,0.0,0.0,0.0
43926,0.0,1.0,0.0,240.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0
43927,0.0,2.0,0.0,5433.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3117.45,2026.73,0.0,0.0,0.0,0.0,0.0,0.0
43928,0.0,18.0,0.0,678715.0,0.0,18.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47528.93,23034.13,0.0,0.0,0.0,0.0,0.0,0.0
43929,1.0,0.0,65.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0
43930,1.0,0.0,43976.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43976.0,43976.0,0.0,0.0
